,active_installs,cloud_avg_price,cloud_max_price,cloud_min_price,cloud_review_rate1,cloud_review_rate2,cloud_review_rate3,cloud_review_rate4,cloud_review_rate5,delta_installs,deployment_cloud,deployment_data_center,deployment_server,description,downloads,is_top_vendor,is_vendor_atlasian,license,market_name,marketplace_type,plugin_system_version,rating_num,rating_score,rating_stars,release_date,vendor_name,version,version_build_number,server_avg_price,server_max_price,server_min_price,server_review_rate1,server_review_rate2,server_review_rate3,server_review_rate4,server_review_rate5,dataCenter_avg_price,dataCenter_max_price,dataCenter_min_price,dataCenter_review_rate1,dataCenter_review_rate2,dataCenter_review_rate3,dataCenter_review_rate4,dataCenter_review_rate5
0,992.0,12004.0,29500.0,10.0,4.0,4.0,4.0,4.0,3.0,5.0,1.0,0.0,0.0,Simple and effective project cost and revenue tracking for Tempo Timesheets with clear overview of all your projects and budgeting,7.0,0.0,0.0,commercial,Cost Tracker for Tempo Timesheets,Paid via Atlassian,Three,12.0,2.567476153006537,3.666666746139526,1578910582892.0,Tempo for JIRA,1.0.3-AC,1000003.0,,,,,,,,,,,,,,,,
1,808.0,6013.0,16175.0,5.0,4.0,4.0,4.0,4.0,3.0,1.0,1.0,0.0,0.0,Easiest and precise time tracking. Log work automatically. Overview your team with powerful reports. Tempo alternative,6.0,0.0,0.0,commercial,Clockwork Automated Timesheets Pro,Paid via Atlassian,Three,33.0,3.079205483784433,3.757575750350952,1536914801432.0,HeroCoders,1.3.26-AC,1003026.0,,,,,,,,,,,,,,,,
2,3556.0,9095.0,22750.0,10.0,4.0,4.0,3.0,3.0,2.0,18.0,1.0,0.0,0.0,"Custom Jira reports and charts. Visualize and analyze Jira, DevOps, popular apps, and more with Jira custom reporting & charts app",15.0,0.0,0.0,commercial,eazyBI Reports and Charts for Jira Cloud,Paid via Atlassian,Three,71.0,2.903887029017039,3.366197109222412,1379289600000.0,eazyBI,6.0.2-AC,6000002.0,,,,,,,,,,,,,,,,
3,903.0,,,,,,,,,17.0,0.0,0.0,1.0,Browse issues and create events in calendar format,27808.0,0.0,0.0,commercial,My.com Calendar,Paid via Atlassian,Two,258.0,3.56153678291168,3.794573545455933,1439337600000.0,My.com,4.0.3,1110.0,3554.0,8712.0,20.0,1.0,4.0,2.0,1.0,1.0,,,,,,,,
4,2528.0,,,,,,,,,11.0,0.0,1.0,1.0,"Full-blown native Excel exports, spreadsheet reports and Business Intelligence for Jira",38495.0,0.0,0.0,commercial,Better Excel Exporter for Jira,Paid via Atlassian,Two,142.0,3.63321777078843,3.94366192817688,1544808440015.0,Midori Global Consulting Kft.,6.2.0,200006002000.0,2958.0,6990.0,10.0,3.0,3.0,4.0,4.0,4.0,6075.0,7990.0,590.0,4.0,4.0,4.0,4.0,4.0
5,846.0,4966.0,9000.0,5.0,4.0,4.0,4.0,4.0,4.0,7.0,1.0,0.0,1.0,Toggl Integration for Jira — your integrated time tracking,1974.0,0.0,0.0,commercial,Toggl Integration for Jira,Paid via Atlassian,Two,29.0,2.897430816398105,3.620689630508423,1487607974025.0,Lizard Brain UG,2.1.36-SNAPSHOT,1002071.0,2140.0,8000.0,10.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,
6,2592.0,6974.0,20375.0,2.35,4.0,3.0,4.0,4.0,4.0,-27.0,1.0,0.0,0.0,Fast and easy worklog reports for your team,4.0,0.0,0.0,commercial,Team Worklog Reports,Paid via Atlassian,Three,33.0,3.018094671398543,3.696969747543335,1532507775750.0,Gebsun,10.0.6-AC,10000006.0,,,,,,,,,,,,,,,,
7,708.0,,,,,,,,,-1.0,0.0,1.0,1.0,Effective time tracking and reporting for Jira,16868.0,0.0,0.0,commercial,WorklogPRO - Timesheets for Jira,Paid via Atlassian,Two,28.0,3.195054251735052,3.928571462631226,1590073373065.0,The Starware,4.7.0,2160.0,3018.0,8000.0,10.0,4.0,4.0,4.0,3.0,4.0,8413.0,16600.0,465.0,4.0,4.0,3.0,4.0,4.0
8,4143.0,,,,,,,,,43.0,0.0,1.0,1.0,"Custom Jira reports and charts. Visualize and analyze Jira, DevOps, popular apps, and more with Jira custom reporting & charts app",88173.0,0.0,0.0,commercial,eazyBI Reports and Charts for Jira,Paid via Atlassian,Two,106.0,3.501210777414191,3.867924451828003,1535688730368.0,eazyBI,6.1.2,6010202.0,2555.0,6000.0,100.0,4.0,4.0,4.0,4.0,4.0,4903.0,6000.0,900.0,4.0,4.0,4.0,4.0,4.0
9,2995.0,5770.0,15900.0,1.0,0.0,0.0,0.0,0.0,0.0,109.0,1.0,1.0,1.0,"Visualize dependencies and timelines across large-scale projects with an adaptable, easy-to-use Gantt chart solution for Jira",26803.0,0.0,0.0,commercial,Structure.Gantt - Planning at Scale,Paid via Atlassian,Three,17.0,2.822547505181056,3.764705896377564,1599643391461.0,ALM Works,1.0.0-AC,1000000.0,2306.0,6000.0,10.0,4.0,4.0,4.0,4.0,4.0,6391.0,14000.0,550.0,4.0,0.0,0.0,0.0,0.0
10,2027.0,26915.0,77250.0,10.0,4.0,4.0,1.0,4.0,4.0,-9.0,1.0,1.0,1.0,"A must-have reporting app for Jira. Easily build meaningful reports to support daily operations, executive reporting and much more",16468.0,0.0,0.0,commercial,Reports and Timesheets for Jira,Paid via Atlassian,Two,77.0,3.049194655660134,3.49350643157959,1544823507914.0,Bob Swift Atlassian Apps (an Appfire company),6.1.5,1005960.0,9021.0,22999.0,99.0,4.0,4.0,4.0,4.0,4.0,17609.0,25499.0,1899.0,4.0,4.0,4.0,4.0,3.0
11,1100.0,13453.0,40175.0,5.0,4.0,4.0,4.0,4.0,4.0,8.0,1.0,1.0,1.0,"Manage your team workload, easily – For Scrum & Kanban",2909.0,0.0,0.0,commercial,Capacity Tracker,Paid via Atlassian,Two,19.0,2.744205537372004,3.631578922271728,1546037847619.0,Inprowiser Engineering,1.1.14,100101401.0,2155.0,6500.0,10.0,3.0,4.0,4.0,4.0,0.0,6494.0,15000.0,350.0,2.0,0.0,0.0,0.0,0.0
12,584.0,24555.0,56125.0,10.0,4.0,4.0,3.0,3.0,4.0,2.0,1.0,1.0,1.0,Resource Planning & Task Tracking Team Workload Management Timesheets and Reports,476.0,0.0,0.0,commercial,ActivityTimeline: Plan & Track Resources,Paid via Atlassian,Two,46.0,3.323870124445572,3.89130425453186,1596803761723.0,Reliex,8.0.18,80001801.0,6346.0,17190.0,100.0,4.0,0.0,0.0,0.0,0.0,13621.0,22990.0,1100.0,0.0,0.0,0.0,0.0,0.0
13,1411.0,16176.0,44400.0,5.0,4.0,4.0,3.0,4.0,4.0,23.0,1.0,1.0,1.0,"Best-selling SLA tracking app with solid configuration, reporting and searching features. Available on all Jira applications",33171.0,0.0,0.0,commercial,Time to SLA,Paid via Atlassian,Three,65.0,3.386942678841577,3.861538410186768,1591196807127.0,Snapbytes,1.2.4-AC,1002004.0,2423.0,6000.0,10.0,4.0,4.0,4.0,4.0,4.0,4857.0,8000.0,500.0,4.0,4.0,4.0,4.0,4.0
14,1447.0,6955.0,20350.0,2.5,3.0,3.0,4.0,4.0,4.0,7.0,1.0,1.0,1.0,Time reports and time tracking for members of your team done in an easy and flexible way,2585.0,0.0,0.0,commercial,Worklogs - Time Tracking and Reports,Paid via Atlassian,Two,44.0,3.164033705644209,3.75,1541548823318.0,SolDevelo,1.3.2,2001559.0,1262.0,3040.0,10.0,4.0,0.0,0.0,0.0,0.0,1617.0,2900.0,100.0,0.0,0.0,0.0,0.0,0.0
15,11464.0,4027.0,10800.0,5.0,1.0,4.0,4.0,4.0,2.0,28.0,1.0,1.0,1.0,"Tempo’s entry-level time reporting app that extends Jira, capturing time spent on every project flow",247938.0,0.0,0.0,commercial,Timesheet Reports and Gadgets,Paid via Atlassian,Two,220.0,3.00524476811149,3.268181800842285,1545670445546.0,"Prime Timesheet, s.r.o",4.2.3,2191.0,368.0,1000.0,10.0,4.0,4.0,3.0,3.0,3.0,865.0,1550.0,75.0,1.0,1.0,4.0,4.0,4.0
16,1172.0,4062.0,8850.0,4.0,2.0,3.0,4.0,4.0,2.0,5.0,1.0,1.0,1.0,Explore Agile hierarchy in a flexible way with powerful calculations and analytics at scale,30906.0,0.0,0.0,commercial,Links Hierarchy Jira+Agile,Paid via Atlassian,Three,22.0,2.722041029154847,3.545454502105713,1604059038864.0,Marketplace Expert SL,1.0.2-AC,1000002.0,2040.0,6000.0,10.0,4.0,4.0,2.0,2.0,3.0,4587.0,8000.0,300.0,4.0,2.0,2.0,3.0,4.0
17,2280.0,2365.0,5800.0,5.0,2.0,3.0,4.0,3.0,3.0,8.0,1.0,1.0,1.0,Never enter worklogs manually again. Track time seamlessly and precisely,17843.0,0.0,0.0,commercial,Automated Log Work for Jira,Paid via Atlassian,Two,97.0,2.503032510752255,2.886597871780396,1567207303125.0,Gebsun,6.9.1,3001164.0,484.0,1200.0,10.0,2.0,4.0,3.0,4.0,4.0,2037.0,5000.0,100.0,4.0,1.0,2.0,4.0,1.0
18,25213.0,20126.0,43750.0,10.0,4.0,4.0,1.0,3.0,1.0,4.0,1.0,1.0,1.0,The #1 time management product in the Atlassian ecosystem since 2010,396714.0,0.0,0.0,commercial,Tempo Timesheets-Time Tracking & Reports,Paid via Atlassian,Two,445.0,2.629557144703842,2.811235904693604,1535771736153.0,Tempo for JIRA,10.18.5,1300872.0,8672.0,23000.0,100.0,2.0,3.0,3.0,1.0,4.0,22339.0,45000.0,1500.0,4.0,4.0,4.0,4.0,4.0
19,3663.0,9546.0,23325.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,1.0,1.0,1.0,"Customizable PDF export for Jira: issue lists, dashboards, timesheets, invoices, Release Notes, story cards & custom documents",60290.0,0.0,0.0,commercial-free,Better PDF Exporter for Jira,Paid via Atlassian,Three,259.0,3.663272069242108,3.891891956329346,1557741606674.0,Midori Global Consulting Kft.,1.2.6-AC,1002006.0,2958.0,6990.0,10.0,4.0,4.0,4.0,4.0,4.0,6075.0,7990.0,590.0,4.0,3.0,4.0,4.0,4.0
20,1583.0,9158.0,26025.0,1.25,1.0,4.0,4.0,4.0,4.0,-1.0,1.0,1.0,1.0,"Jira ticket tracking & monitoring, bug tracking, export ticket history, project statistics, see history of issues",16407.0,0.0,0.0,commercial,Issue History Collector | See History,Paid via Atlassian,Two,32.0,2.843923397812578,3.53125,1560856606293.0,Cprime,2.1.10-jira8,1005160.0,920.0,4000.0,10.0,4.0,4.0,4.0,4.0,4.0,2789.0,5500.0,130.0,3.0,4.0,3.0,4.0,4.0
21,985.0,7352.0,20800.0,7.0,1.0,1.0,2.0,1.0,1.0,12.0,1.0,1.0,1.0,"Calendar helps you plan any kind of personal and team’s activities, no matter who are you - marketer, HR, legal or project manager",12597.0,0.0,0.0,commercial,Calendar for Jira - Plan Team Activities,Paid via Atlassian,Two,75.0,2.310599775602044,2.733333349227905,1565100161583.0,Teamlead,1.10.1,100700621.0,1262.0,3040.0,10.0,3.0,2.0,2.0,1.0,1.0,4121.0,10000.0,300.0,3.0,1.0,1.0,2.0,1.0
22,1677.0,3031.0,6675.0,5.0,4.0,4.0,3.0,4.0,4.0,-5.0,1.0,1.0,1.0,"Planning and tracking your own and team time, report generation, calendar export, conditional colors, and much more",9343.0,0.0,0.0,commercial,Work Time Calendar for Jira,Paid via Atlassian,Two,62.0,3.118472368973309,3.612903118133545,1557832574681.0,BrizoIT,5.0.51,200400920.0,778.0,2000.0,10.0,1.0,4.0,4.0,4.0,4.0,2260.0,6000.0,200.0,4.0,4.0,4.0,2.0,4.0
23,2126.0,4306.0,11125.0,5.0,4.0,4.0,4.0,4.0,4.0,20.0,1.0,1.0,1.0,"Identify bottlenecks in your process by reporting on how much time each issue spent on each status, each assignee or each group",19813.0,0.0,0.0,commercial,Time in Status,Paid via Atlassian,Three,39.0,2.715197719483985,3.333333253860474,1554393612355.0,OBSS,1.2.6-AC,1002006.0,1534.0,5500.0,10.0,4.0,3.0,4.0,4.0,4.0,5541.0,11000.0,250.0,3.0,3.0,3.0,3.0,4.0
24,1916.0,10070.0,17000.0,5.0,4.0,4.0,4.0,4.0,4.0,19.0,1.0,1.0,1.0,Top-rated app that supports Team Managers and Scrum Masters to facilitate accurate and convenient backlog estimations by the teams,19005.0,0.0,0.0,commercial,Agile Poker for Jira-planning&estimation,Paid via Atlassian,Two,86.0,3.389844321414651,3.802325487136841,1535688745324.0,Spartez Software,5.5.5,100002630.0,3295.0,8000.0,10.0,4.0,4.0,4.0,4.0,4.0,17000.0,30000.0,5000.0,4.0,4.0,4.0,4.0,3.0
25,5038.0,9841.0,26750.0,2.5,1.0,3.0,2.0,3.0,1.0,15.0,1.0,1.0,1.0,Visualize success! See your plans clearly with the Jira Gantt chart plugin designed for busy project management professionals,33190.0,0.0,0.0,commercial,WBS Gantt-Chart for Jira,Paid via Atlassian,Three,98.0,2.390110991003171,2.765306234359741,1561637754378.0,"Ricksoft, Inc.",1.1.14-AC,1001014.0,2456.0,6000.0,10.0,2.0,3.0,4.0,1.0,4.0,11917.0,25000.0,700.0,3.0,4.0,4.0,4.0,4.0
26,2057.0,6331.0,15425.0,2.5,4.0,4.0,2.0,4.0,3.0,2.0,1.0,1.0,1.0,Simple and easy time tracking for Jira with powerful timesheet and cost reporting,32382.0,0.0,0.0,commercial,Timetracker - Time Tracking & Reporting,Paid via Atlassian,Two,59.0,2.866280771910216,3.372881412506104,1583247417880.0,Everit Kft.,4.8.1,201903192581.0,2678.0,8000.0,10.0,1.0,4.0,2.0,4.0,3.0,5987.0,12000.0,400.0,3.0,3.0,2.0,4.0,3.0
27,5412.0,1950.0,5325.0,2.5,2.0,4.0,3.0,3.0,3.0,19.0,1.0,1.0,1.0,"Flexible time tracking and reporting of time spent on Projects, Epics or Initiatives broken down by Days, Users or Issue Statuses",10927.0,0.0,0.0,commercial,Time Reports,Paid via Atlassian,Two,104.0,2.513667620585512,2.884615421295166,1599044261302.0,"Prime Timesheet, s.r.o",2.9.8,12981.0,185.0,500.0,10.0,4.0,4.0,4.0,4.0,4.0,475.0,825.0,40.0,4.0,4.0,4.0,3.0,4.0
28,1499.0,6774.0,12125.0,15.0,4.0,4.0,4.0,4.0,4.0,3.0,1.0,1.0,1.0,Top Rated. Cloud Security Compliant. Planning Poker,3089.0,0.0,0.0,commercial,Planning Poker ®,Paid via Atlassian,Two,101.0,3.505735415669868,3.881188154220581,1560434783821.0,Lizard Brain UG,3.0.8-SNAPSHOT,3004410.0,2670.0,6600.0,10.0,4.0,4.0,4.0,4.0,4.0,7182.0,16000.0,600.0,4.0,4.0,4.0,4.0,4.0
29,8861.0,0.0,0.0,0.0,4.0,4.0,3.0,3.0,3.0,74.0,1.0,1.0,1.0,Top 1 Trending time tracking app ! Powerful and easy to use timesheet reports based on users worklogs,21013.0,0.0,0.0,commercial,Timesheet tracking for Jira,Paid via Atlassian,Two,59.0,3.206850593194449,3.711864471435547,1580736486852.0,TouchDown,3.8.9,830000032.0,2662.0,9000.0,10.0,4.0,4.0,4.0,4.0,4.0,14078.0,22500.0,500.0,4.0,0.0,0.0,0.0,0.0
30,457.0,11937.0,32250.0,10.0,2.0,2.0,4.0,3.0,4.0,3.0,1.0,0.0,0.0,"🚀Jira release management with portfolio roadmaps, cross-project releases, versions sync, release templates & release dashboards",7.0,0.0,0.0,commercial,Swanly - Portfolio Release Roadmaps Jira,Paid via Atlassian,Three,18.0,2.650464169948783,3.555555582046509,1537895443333.0,Jexo,2.1.37-AC,2001037.0,,,,,,,,,,,,,,,,
31,409.0,,,,,,,,,0.0,0.0,0.0,1.0,"Easy, flexible time tracking, powerful reporting, and accounting for Jira",23167.0,0.0,0.0,commercial,ictime TimeTracking & Reporting for Jira,Paid via Atlassian,Two,29.0,2.999926202210167,3.724138021469116,1341378000000.0,Smadoa GmbH,5.8.8.7,5008080070.0,2301.0,7000.0,10.0,4.0,4.0,3.0,4.0,4.0,,,,,,,,
32,443.0,5428.0,15500.0,5.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,0.0,0.0,Harvest powered time tracking right from issues in Jira,4.0,0.0,0.0,commercial,Harvest Time Tracking by 42nd,Paid via Atlassian,Three,16.0,2.780869865095766,3.75,1512513014967.0,42nd,1.0.8-AC,1000008.0,,,,,,,,,,,,,,,,
33,275.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,0.0,"Roll-up Summary reports for Epics, Sprints, Fix Versions, Agile Boards and more",4.0,0.0,0.0,commercial,Roll-Up Reports for Jira,Free,Three,5.0,1.685496968553984,3.0,1509701032992.0,Bob Swift Atlassian Apps (an Appfire company),1.1.0-AC,1001000.0,,,,,,,,,,,,,,,,
34,2880.0,0.0,0.0,0.0,4.0,4.0,2.0,4.0,4.0,55.0,1.0,0.0,0.0,Easiest and precise time tracking. Never log work manually again. Overview your team or company worklogs with powerful reports,2.0,0.0,0.0,commercial-free,Clockwork Automated Timesheets Free,Free,Three,31.0,3.173136523498132,3.870967626571655,1567779392887.0,HeroCoders,1.1.25-AC,1001025.0,,,,,,,,,,,,,,,,
35,281.0,,,,,,,,,10.0,0.0,0.0,1.0,Relative or explicit time? This converter allows you to display both values in the same time,1035.0,0.0,0.0,commercial-free,Relative Time Converter,Free,Two,9.0,2.613406419553356,3.888888835906982,1469616518110.0,"MoroSystems, s.r.o.",1.1.3,100100300.0,10.0,10.0,10.0,3.0,4.0,4.0,4.0,4.0,,,,,,,,
36,247.0,6825.0,17125.0,10.0,4.0,4.0,2.0,4.0,4.0,1.0,1.0,0.0,0.0,"Visualise any project, release or cross project filter in a tree with rolled up estimate progress reports.  No config required",5.0,0.0,0.0,commercial,Agile Docs - Estimate Tree for Jira,Paid via Atlassian,Three,6.0,2.205512856686552,3.666666746139526,1558406929492.0,Rhys Diab,1.2.49-AC,1002049.0,,,,,,,,,,,,,,,,
37,0.0,,,,,,,,,-2147483648.0,0.0,0.0,1.0,The Jira Calendar Plugin shows issues and versions in a calendar format based on their due date,0.0,0.0,1.0,bsd,Jira Calendar Plugin,Free,Two,110.0,2.564351261989664,2.927272796630859,1254459600000.0,Atlassian,5.0.0,400000310.0,0.0,0.0,0.0,1.0,3.0,3.0,4.0,4.0,,,,,,,,
38,205.0,,,,,,,,,3.0,0.0,0.0,1.0,Extended time logging for more than just Jira tasks. Time logging & reporting for everything else that's not part of a project,2107.0,0.0,0.0,commercial,Miscellaneous Tracking for Jira,Free,Two,9.0,2.330545914312256,3.555555582046509,1470204589076.0,ADWEB Software,8.0.3,800000300.0,34.0,50.0,20.0,4.0,3.0,4.0,4.0,4.0,,,,,,,,
39,490.0,6578.0,14775.0,3.5,4.0,3.0,4.0,4.0,1.0,5.0,1.0,0.0,0.0,Generate time reports for Jira issues,4.0,0.0,0.0,commercial,Time in Status for Jira Cloud,Paid via Atlassian,Three,18.0,2.164759661366949,3.0,1542969523357.0,SaaSJet,1.3.10-AC,1003010.0,,,,,,,,,,,,,,,,
40,529.0,,,,,,,,,12.0,0.0,1.0,1.0,"Shows time in selected statuses. Configure calculate time in status, timers, work calendars, JQL functions. Suitable for SLA",4165.0,0.0,0.0,bsd,Time in status | SLA | Timer | Stopwatch,Paid via Atlassian,Two,4.0,2.208993904840618,4.0,1597132306491.0,JiBrok,4.7.1-jira8.9,400700070.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,4382.0,6300.0,300.0,0.0,0.0,0.0,0.0,0.0
41,533.0,,,,,,,,,6.0,0.0,1.0,1.0,Hide time tracking information from external users,8746.0,0.0,0.0,commercial,Hide Time Tracking for Jira Server,Paid via Atlassian,Two,17.0,2.193293290356954,3.058823585510254,1574176558637.0,Gebsun,5.2.0,770.0,484.0,1200.0,10.0,4.0,4.0,1.0,1.0,4.0,2037.0,5000.0,100.0,4.0,4.0,3.0,1.0,1.0
42,478.0,5384.0,10425.0,2.0,4.0,4.0,4.0,0.0,0.0,38.0,1.0,0.0,1.0,Project visualization via Gantt chart. Tasks and resources planning. Easy to setup. Intuitive UI,1114.0,0.0,0.0,commercial,Gantt Suite for Jira,Free,Two,7.0,2.441682776165097,3.857142925262451,1594120308815.0,BrizoIT,1.8.11,1000145.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,,,,,,,,
43,144.0,,,,,,,,,7.0,0.0,0.0,1.0,Straightforward and easy resource planning and transparency,3491.0,0.0,0.0,commercial,AIM Resource Management for Jira,Paid via Atlassian,Two,7.0,2.561761128183347,4.0,1463471935080.0,AIM - Agile IT Management,1.9.12-202009081018,1002736.0,4856.0,12000.0,10.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,
44,144.0,28304.0,73750.0,10.0,4.0,4.0,4.0,4.0,0.0,3.0,1.0,0.0,0.0,👏 Create invoices from Jira worklogs in a few clicks  🧐 Time and cost reports for clients  ✅ Find uninvoiced Jira hours,0.0,0.0,0.0,commercial,Clerk — Billing & Invoicing for Jira,Paid via Atlassian,Three,7.0,2.561761128183347,4.0,1572943450083.0,Clerk,1.1.0-AC,1001000.0,,,,,,,,,,,,,,,,
45,262.0,,,,,,,,,5.0,0.0,1.0,1.0,Increase productivity with interactive dashboards & reports for timesheets & work logs,1259.0,0.0,0.0,commercial,Rich Filters::Time Tracking Dashboards,Paid via Atlassian,Two,2.0,1.796968276959556,4.0,1564615736071.0,Qotilabs,1.2.3,100200301.0,122.0,300.0,10.0,4.0,4.0,0.0,0.0,0.0,272.0,400.0,25.0,0.0,0.0,0.0,0.0,0.0
46,550.0,6111.0,14350.0,1.0,4.0,4.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,"Gain visibility into your project status & progress in a dashboard gadget. Sum up story points by user, sprint, epic or JQL filter",527.0,0.0,0.0,commercial,Status & Progress Report Gadget for Jira,Paid via Atlassian,Two,6.0,2.46569925664936,4.0,1558102998508.0,Agilis LT,1.1.2,1000107.0,976.0,3000.0,10.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
47,232.0,7787.0,16375.0,10.0,2.0,1.0,4.0,0.0,0.0,3.0,1.0,0.0,1.0,"Get the overall picture of Multiple Projects on an Annual TimeLine, Plan, Track and Forecast",669.0,0.0,0.0,atlassian-closed-source,Project TimeLine,Paid via Atlassian,Two,11.0,2.42007840652406,3.545454502105713,1529673070362.0,Nemetschek Bulgaria,8.3.1-42,2000180.0,2080.0,5000.0,10.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
48,248.0,6111.0,14350.0,1.0,3.0,4.0,4.0,0.0,0.0,7.0,1.0,0.0,1.0,"Gain visibility into your time tracking with a dashboard gadget. View timesheets with hours logged by users, projects and more",394.0,0.0,0.0,commercial,Simple Timesheet & Worklog Gadget,Paid via Atlassian,Two,10.0,2.682364785172266,3.900000095367432,1558100279871.0,Agilis LT,1.1.3,1000104.0,976.0,3000.0,10.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
49,390.0,11636.0,35000.0,0.7,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,1.0,"Timeline, Resource planning, Team capacity",1451.0,0.0,0.0,atlassian-closed-source,Timeline for Jira,Paid via Atlassian,Three,3.0,1.366875666717821,2.666666746139526,1589360604230.0,Geekminds,1.1.2-AC,1001002.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,,,,,,,
50,241.0,5897.0,11000.0,5.0,4.0,4.0,4.0,4.0,4.0,-7.0,1.0,0.0,1.0,Clockify Integration for Jira — your integrated time tracking,285.0,0.0,0.0,commercial,Clockify Integration by Lizard Brain,Paid via Atlassian,Two,9.0,2.422116147834978,3.666666746139526,1554883050122.0,Lizard Brain UG,1.0.7-SNAPSHOT,1000051.0,2140.0,8000.0,10.0,4.0,4.0,0.0,0.0,0.0,,,,,,,,
51,189.0,6111.0,14350.0,1.0,0.0,0.0,0.0,0.0,0.0,-5.0,1.0,0.0,1.0,"Get better at time estimation - compare time spent, remaining estimate & original estimate. View progress in a dashboard gadget",355.0,0.0,0.0,commercial,Time Tracking & Estimation Report Gadget,Paid via Atlassian,Two,3.0,2.030545624680458,4.0,1558104237768.0,Agilis LT,1.1.2,1000083.0,976.0,3000.0,10.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
52,358.0,4063.0,10900.0,4.0,4.0,4.0,4.0,0.0,0.0,5.0,1.0,1.0,1.0,Streamline your activity feed with basic or JQL filter to see what matters most,2550.0,0.0,0.0,commercial,Filters Activity Stream,Paid via Atlassian,Two,17.0,3.054461819127966,4.0,1570538271572.0,Ugubi.io,5.0.4,300300390.0,413.0,1399.0,12.0,4.0,4.0,0.0,0.0,0.0,2739.0,3400.0,250.0,4.0,0.0,0.0,0.0,0.0
